UID,Model,Scenario,exp_2020,exp_2030,exp_2040,exp_2050,exp_2060,exp_2070,exp_2080,exp_2090,exp_2100
12,CNRM-ESM2-1,SSP245,0.28034928203769877,0.20966836252939688,0.23941907118377945,0.2380736941923125,0.2804341868171992,0.2735185178639124,0.2822916820614955,0.38459351417751475,0.3815805062502046
13,CNRM-ESM2-1,SSP245,0.48781022456065476,0.9524222277522495,1.504396233086705,2.069323697016827,2.7256664455541033,3.69734342948235,3.13159350729782,2.96106789922752,3.694271637029458
14,CNRM-ESM2-1,SSP245,0.24810189790326098,0.571397175660691,0.5750243895575161,0.890472597007121,1.1539483635194288,1.0578900068642738,1.5141848849278368,2.5076210165796744,2.4310590314496117
15,CNRM-ESM2-1,SSP245,0.1757460758417342,0.21645058875179754,0.29538438395505134,0.27534319999874757,0.3575311276234267,0.31783756741462577,0.34779137787319264,0.41838915582407676,0.40494260920368613
17,CNRM-ESM2-1,SSP245,0.16605343264983582,0.20543156833151882,0.18338055144502083,0.29937306033440925,0.3022736612960534,0.36537504255087644,0.23008102318255585,0.35373780696644713,0.5420673198353649
18,CNRM-ESM2-1,SSP245,0.20356074604624227,0.2973132373712771,0.20331677586343389,0.4315644808119726,0.4178881284801551,0.46907949945839966,0.44932148825145984,0.5997622869032296,0.5590090050936647
78,CNRM-ESM2-1,SSP245,0.19467744951445026,0.2607465430478999,0.28043725614583653,0.3406275409688424,0.42250943532009144,0.47100823548749254,0.4867438724681858,0.5784532869620049,0.5447724729374966
85,CNRM-ESM2-1,SSP245,0.28308079501206573,0.2746691291521539,0.44697086246035955,0.4173090955893458,0.5337781818273638,0.5996042639730532,0.6748456441786774,0.7322430317282225,0.7402446869581804
104,CNRM-ESM2-1,SSP245,0.15322028063446738,0.14452374480242078,0.15770184358158462,0.16051667929323032,0.20293006679582432,0.26074504177020735,0.2268350487339329,0.30003538202514884,0.30044277230065886
118,CNRM-ESM2-1,SSP245,0.2005259214297346,0.22496291792906078,0.20828476217654576,0.22919154135119388,0.24284407431026284,0.30316400287390854,0.26303747175471215,0.3935373095229694,0.48329290007263215
120,CNRM-ESM2-1,SSP245,0.1467820889399904,0.14940406270787518,0.16306277046372245,0.13993331412333693,0.21892605704661625,0.1639765019051092,0.19530585378303486,0.1847420673376965,0.15925940284563225
121,CNRM-ESM2-1,SSP245,0.15017741966189413,0.1833812189264328,0.18203743704702172,0.17879993075734135,0.24132182945580888,0.20366528398581762,0.21374482051962382,0.2047043503223954,0.21425211522895357
128,CNRM-ESM2-1,SSP245,0.23563821050520573,0.2496798724247285,0.28479374621139086,0.2766835010931724,0.3176093487708525,0.2739666395628878,0.39099311654597857,0.5507336555011105,0.4694214330150035
167,CNRM-ESM2-1,SSP245,0.21058082244638146,0.2103023868364226,0.20438698114111717,0.19504139852340524,0.20168169351216164,0.21333976407084917,0.23735087679199096,0.29297226793098746,0.29663628451272633
