UID,exp_2020,exp_2030,exp_2040,exp_2050,exp_2060,exp_2070,exp_2080,exp_2090,exp_2100
0,0.9416962641528743,1.258210776487315,1.4389024898172724,1.3512994296041436,1.8280377858330343,1.8157218203895702,1.4748112767754429,1.7469328821256682,1.633092944167391
1,0.8628734525215453,1.0125623003736717,1.2423496620053365,1.327781894441359,1.7440596431176352,1.809702311964416,1.5154603243087044,1.6140940036653024,1.7500019312585215
2,0.25978856636159275,0.23720494849347212,0.21707487071808457,0.22336184712024618,0.23147178178984928,0.26102183446115923,0.25097856247472744,0.27081755748021136,0.23668766172671313
3,0.2774831800521683,0.30046720816609473,0.31318911785424497,0.2920346526336328,0.296376219260057,0.3486543890403895,0.3353479977718635,0.3017010710706235,0.3156222496450169
4,0.26141181236789884,0.27532234192523247,0.28226192690525076,0.2793717942279475,0.2945580595574331,0.30237745640711133,0.2910970387935967,0.24485337859217715,0.3191687230529774
5,0.25468318434371656,0.23423627457307444,0.29102624455164194,0.2626056123637985,0.28281576783833096,0.28852350673149846,0.3087473411350964,0.2887486000137471,0.2891944404616633
6,0.35557982834574414,0.3454891737749769,0.3386289548971666,0.34307513349508584,0.34944522327523553,0.3699389861185371,0.35011168565769096,0.36922259698195464,0.35070848699299007
7,0.3856328902925227,0.3993072467716431,0.47136084311951637,0.45126118258366904,0.5264978356046534,0.5714654279132103,0.4830286903074416,0.48697627438955104,0.5256185422777344
8,0.36633450937108397,0.3268520582531539,0.309046625552551,0.3026747722991637,0.28939710196980994,0.30291369403024604,0.287266407821042,0.2904473841820646,0.2830840090211348
9,0.19302922519734067,0.2004724054444565,0.18718252922047304,0.19334388575913225,0.18620214416242242,0.19772501331086403,0.16301957385664817,0.19059528791665806,0.1834496328196604
10,0.17083970336693075,0.17788259793637856,0.15612618914004864,0.1835565928294161,0.16014990536426818,0.1854121851307935,0.14522931826391905,0.17560703846412085,0.16361942232188625
11,0.25938101261093266,0.25261427839126704,0.22176396449766633,0.25314045847049094,0.26524322363392916,0.2858907920854601,0.25366678590408714,0.25595724910074724,0.2540577329082737
12,0.23708864109205346,0.22846720178132,0.230562028823197,0.22458790730472336,0.25414869549727714,0.24633838737254288,0.2333888678567197,0.25671732783279516,0.2538689826972349
13,0.7554535971621055,0.8816592938578511,0.9258744086019597,1.3662091072854377,1.2921064637726805,1.3987629078446528,1.3655602964245523,1.2763354118129662,1.5337186665127833
14,0.6451159245932174,0.6677711517853477,0.8157964288575783,0.9787855175792295,1.3872194169198904,1.2989227705016282,1.2746086552242386,1.0500186675286494,1.1692740972620512
15,0.2916856907320449,0.3124898665508942,0.26821495457793104,0.3232679242698687,0.33893069123977704,0.36007712433552247,0.3386256809612782,0.3225955206016302,0.3563743710582151
16,0.16992091474843657,0.16810345809400468,0.19569911226112507,0.17917101045428244,0.21479887314285642,0.19023728641752893,0.18019405472818345,0.19996126393945604,0.19586007298475702
17,0.37489195528957486,0.3133562484128368,0.3448455854927531,0.31143724151712526,0.2924892213428093,0.31480265463375934,0.33735970016684974,0.311108102143422,0.28925108026953755
18,0.28108022725254356,0.31391527359947063,0.2793861999362499,0.3156214035733761,0.33780742526068874,0.37267496110615045,0.33128258593364956,0.3260733817626707,0.36497803695401976
19,0.18729300378909572,0.20562151655341093,0.1694236440197998,0.19126561654838153,0.1871159818657289,0.20622431995578777,0.17415606783139637,0.18173800760848047,0.1810018847412283
20,0.4139346535847211,0.3993922005221424,0.5156570783620242,0.4808904127334153,0.5198154287200263,0.4335626317321085,0.42571742055635653,0.4164573600767384,0.429301441520177
21,0.9397628680665024,1.1390248240194605,1.1917042401496767,1.6607269058207315,2.0334961283233106,2.117988921406986,1.7187414135410553,1.8214176643317042,2.3678196610273283
22,0.7826951009969985,0.8832713397358669,0.8703592275576646,1.1901357797546175,1.6919226505842733,1.5252370815914509,1.290207949444824,1.3874192798317229,1.7673390605582742
23,0.4330542418012782,0.3583457553759494,0.37011914549316566,0.3699154969205618,0.3080503436766648,0.33873569072378057,0.2692060591414194,0.3373026167065697,0.4056945664105056
24,0.42237039235056917,0.3975316605597322,0.4030287667215962,0.42235484804435847,0.42137055886294095,0.3994329785949799,0.32189891508017465,0.37421257368430705,0.45443888234633645
25,0.18988666232691181,0.1961476624381025,0.20682628494978245,0.20437770843496525,0.22467485124992498,0.20366148582495397,0.20744145775322323,0.20607285861044033,0.19433488023961742
26,0.5129248442754597,0.9317452076898144,0.9946262987827778,0.8420987001276776,1.282320735721066,1.3435117104473602,1.1601560168372766,1.1551330985022168,1.3403358865793424
27,0.39812561035119376,0.6062195373933615,0.6245251903604705,0.8483912960471132,0.9224338100565485,1.1601399312808147,0.8306722544813832,0.8540182564281839,1.5151851592848655
28,0.2870973577586937,0.3521041876101566,0.37570495844621143,0.5041154777833234,0.5035531852281603,1.1170558361410923,0.8357336414882713,0.6429038380642236,0.732434354565059
29,0.3003091207370686,0.3433989325429603,0.38660976212014886,0.5898950704828101,0.5132520849172957,0.7757816902802545,0.6693208158235908,0.6098998441463788,0.6820680558673684
30,0.22865118410035978,0.22363200209236173,0.23078683932409666,0.22284813112360702,0.23255232551040236,0.23391519771942842,0.23526375291521476,0.22977548895457484,0.2080435762978366
31,0.6856229550551088,0.681479561564236,0.6665753012184192,0.6687164863753549,0.6901247166846339,0.6488212545517159,0.664541808158418,0.6148528581809971,0.6125803558758778
32,0.3583521792758895,0.3727263065104,0.3788298919535989,0.3831138710274537,0.4649944437389843,0.3979973392287487,0.45031705827538315,0.3667740314611712,0.396221900702468
33,0.16808182379392395,0.16567730353634574,0.17907440422999993,0.16431675026240625,0.15414110676503964,0.19362082320002574,0.1724169789072078,0.14218527933186076,0.16083915229163015
34,0.20119760491508365,0.20584985067054146,0.20748848178652257,0.2162432416122424,0.22359663822018896,0.21452993204171,0.21547559196313992,0.19898584135574024,0.20567336159453692
37,0.2210131009493434,0.2787953313165272,0.31202331946215417,0.3857266087602491,0.3827582622432809,0.41458230067223295,0.3819616637235934,0.35089243216641275,0.33032930677043065
38,0.17238797963319713,0.1915914028407771,0.19835952363600504,0.17389531121280935,0.19475045873034,0.19716984941370216,0.1695968487089741,0.18180582888758828,0.17502851893409233
39,0.3847652206145711,0.40638880631518626,0.4114729536827572,0.39949276714103793,0.45282031493953995,0.3927537758848575,0.4241408674101955,0.37966447713149265,0.42626093100520784
40,0.17686186313282154,0.19329418084822914,0.21591510197262487,0.1889588271772747,0.20132185197721922,0.2055263317467791,0.1629484136091015,0.1928741675680798,0.1769529509511329
41,0.31184891866407954,0.3397384924829191,0.34851867658420954,0.419613402009115,0.3757146701988697,0.3829639255142766,0.3843918048254763,0.3334613352137018,0.4133314711974833
42,0.4413020345571857,0.4774272990628595,0.4638244557681258,0.5503305670746098,0.5709058530177751,0.5657490311087954,0.5205844810801844,0.5448878043082374,0.5577622908970497
43,0.1994868870165861,0.23796538787843052,0.22824449371220695,0.23492131542048308,0.26705180259541816,0.23353924092120595,0.21982131009703706,0.2538945291245638,0.20456402471844287
44,0.18119529841338325,0.22858636365178248,0.24571280316990335,0.2740789848902224,0.31046957234201245,0.25103658994006517,0.30512446185835873,0.26159102755972596,0.23780281568518352
45,0.44979346602921016,0.44320666744224607,0.43468375044443974,0.4683307339056947,0.4541947495260662,0.4365951342495218,0.4632898466559256,0.41801759937910576,0.4378129226097502
46,0.2917836673048362,0.3120831240750224,0.4026308775841298,0.36092683235935213,0.4965958136587144,0.46810099110237086,0.3794398453489408,0.38911367530049085,0.38319368399143794
47,0.3252006121767084,0.32682813270823263,0.3957007770601028,0.39016286641926834,0.46687275024904834,0.4568090670686157,0.41174651382091837,0.3896127473299219,0.40731381578563275
