UID,Model,Scenario,exp_2020,exp_2030,exp_2040,exp_2050,exp_2060,exp_2070,exp_2080,exp_2090,exp_2100
12,MPI-ESM1-2-LR,SSP245,5.920609334710192,8.177528640381226,7.603469145656231,9.647202897799682,8.390299361721286,9.964138720322826,8.691284665795395,10.278218067662086,9.378275729639837
13,MPI-ESM1-2-LR,SSP245,38.3068269305363,39.71498891641112,36.84588849030372,51.2375369878366,42.312068421159616,48.68224920496201,45.38323182162194,49.373729949020884,43.46303045575043
14,MPI-ESM1-2-LR,SSP245,26.98796599525193,44.41485919667584,37.647947325848754,48.27127451567074,48.51244121878638,47.933467362828026,44.984470446124625,49.7308836246304,50.22029774026204
15,MPI-ESM1-2-LR,SSP245,5.534458480261343,5.578014623097466,5.5859405402222135,9.866520287203663,6.864890289873572,7.832425834851622,6.338326735120693,8.000084117166823,8.128411556824645
17,MPI-ESM1-2-LR,SSP245,3.273299566917373,4.0807050034019845,4.07452458081944,10.095132797918179,7.246523309128321,6.95847581042524,5.3357036598860885,5.140772669257245,10.345761117156645
18,MPI-ESM1-2-LR,SSP245,5.652105070949739,4.970927272670432,4.679416109808441,10.462338282040841,6.239720982729853,9.342404178501607,5.477877128422437,8.636292037908483,11.713992979382446
78,MPI-ESM1-2-LR,SSP245,4.170933841710397,8.94771127605291,11.618473896803943,21.970270294768046,15.219503535540136,12.986818879098644,11.560343646286857,7.512875086516214,17.120394854255437
85,MPI-ESM1-2-LR,SSP245,29.07701716270521,29.954040670198715,30.28396335508032,33.10460170953428,31.05999846401209,35.73465808215026,29.72693007045734,34.14086226346065,30.948388783116435
104,MPI-ESM1-2-LR,SSP245,4.20920360395204,7.77733177591584,10.871882479836907,15.90597667919795,11.498949160879997,7.611763999604817,13.470976549836932,6.715327563630271,9.334214996038734
118,MPI-ESM1-2-LR,SSP245,6.237432928337382,9.195281645993136,9.569478511280987,14.903308587075552,12.358413600487113,11.6897240280394,11.283528695169984,10.35887440320118,15.049725654981577
120,MPI-ESM1-2-LR,SSP245,1.6333163129444919,1.3561893286152213,1.3796038518383698,2.311389820144053,1.6081077179684993,1.44520833067013,1.6532954095537165,1.6427768447389324,1.7631397453636029
121,MPI-ESM1-2-LR,SSP245,1.932208802265358,1.4362756238595213,1.5182156398091693,2.6397568824857127,1.519324837913616,1.5594770068865544,1.4652532401329528,1.4487324399721062,1.533679026348172
128,MPI-ESM1-2-LR,SSP245,3.2884448550076857,2.37151210002402,2.9864522749805475,8.052060092453038,3.1182632899125973,4.530405163806473,3.7637336395228806,5.12471116021977,4.590336337222722
167,MPI-ESM1-2-LR,SSP245,3.7882549039312865,4.841046222959909,4.651256390754706,5.045619821857104,5.271288189486577,5.028085526238062,4.5490163764792415,5.793793093495812,6.018361233528932
28,MPI-ESM1-2-LR,SSP245,3.0547206780076466,3.3492549347185907,3.8851369779791254,4.204437712336437,5.40127770369216,4.047405116088076,5.0929784791839,6.1912880565143995,5.713013037646171
29,MPI-ESM1-2-LR,SSP245,2.774568377428884,2.864581376701532,3.106648008364687,5.244891212843243,4.2804346090437235,3.9471054007385393,4.512729001559832,5.02841493959092,4.6618687105295695
82,MPI-ESM1-2-LR,SSP245,3.3433083769276033,3.723966193753632,3.378979179772317,7.721677626874657,5.634350555326757,5.2359346469893495,5.6252687696249035,4.514115339874008,4.94664476198027
98,MPI-ESM1-2-LR,SSP245,3.719671491513626,4.856451174397455,5.109085625600279,6.549087076317586,6.459764778029342,5.304471843605899,5.896727352060199,6.885494347213479,6.249460592175672
110,MPI-ESM1-2-LR,SSP245,34.7502004886406,45.0488457208816,41.44600260651009,53.79635556922851,49.18542289412615,54.786403811057,50.82264536708694,51.43254448966381,50.91568089798773
141,MPI-ESM1-2-LR,SSP245,12.527732834047123,15.577273202546488,13.919748831525867,18.890659848916037,18.133303039084346,21.015838865955633,19.29254874287477,18.81063436951412,20.526420405924608
142,MPI-ESM1-2-LR,SSP245,3.889054467133671,4.15829799426435,4.411106495197724,5.988533626990781,5.874303302196539,4.720774060074463,5.622295819854089,10.35601695873899,7.130824855316347
159,MPI-ESM1-2-LR,SSP245,2.8485347220125448,2.829995723381891,2.656013817708134,3.039892920225902,2.905044610835458,3.026249249298838,2.8937793225924104,3.8209105612061243,3.27112691285798
83,MPI-ESM1-2-LR,SSP245,58.24214210449038,59.59390575796199,58.06257645901567,66.88503889672191,59.576489160424565,67.8239452084447,60.96971136307797,63.49883025362461,66.86132553946496
33,MPI-ESM1-2-LR,SSP245,5.617717352810006,17.966357033739495,19.044865928144212,22.865545070804025,24.31794619226065,20.06441163200213,24.9509036701493,27.23436031768036,28.364028801326757
34,MPI-ESM1-2-LR,SSP245,1.8044325754447468,3.0365742723713898,2.985148798661036,4.393379488849094,6.935449468634608,3.1408594657499482,5.164691034083606,3.5629320349836955,3.610417043260816
103,MPI-ESM1-2-LR,SSP245,3.7829568251929713,17.023079537650933,16.415657605221824,24.41386935620923,39.136098972173826,19.883484442605504,33.67199241165101,24.230182748902198,22.175927760660752
119,MPI-ESM1-2-LR,SSP245,2.249463176262311,4.377613499564542,3.083979304313537,4.06642912328154,5.9760011481883835,3.1569263104685077,7.868195345917318,3.9033166883654182,3.1440951236528036
140,MPI-ESM1-2-LR,SSP245,0.2671512508004742,0.5905812656136289,0.6532884496377,0.8329749823666533,0.7645024841394116,0.5921668137059563,0.7581763519455058,0.8070077520548908,0.7544809759140075
79,MPI-ESM1-2-LR,SSP245,13.0362188209531,10.915026759125995,9.567306134406381,11.176757612158012,10.792914820237002,11.227835622034858,14.667386049608167,15.38216232997227,13.911001437195116
80,MPI-ESM1-2-LR,SSP245,18.27914484974457,17.424937915920424,17.843712396947446,21.823455147969497,22.509806234753007,24.562744262415382,25.193584134631468,25.23532407908799,26.588270673474003
81,MPI-ESM1-2-LR,SSP245,3.2468823972798186,2.702136239029553,2.646891131538687,4.310916792869187,3.7120371375098022,3.8736961051144716,5.45721094146194,6.055114904996675,5.0405005501992886
92,MPI-ESM1-2-LR,SSP245,6.4353184719768235,7.879158003820036,6.668458440952467,14.33454748098949,16.580356773570877,12.066312511300541,18.265606417750057,19.374144460255117,16.303860376626748
94,MPI-ESM1-2-LR,SSP245,35.200131320481276,44.42994054848614,52.908806387587894,54.88962255939522,63.17164291880557,63.175735256395896,62.690301596814834,55.187544637630666,66.0836489583381
95,MPI-ESM1-2-LR,SSP245,42.860875784279926,43.73079437165268,39.1426495906783,44.938812969315215,44.03326704171542,43.54695065534766,49.722785114136904,47.68188263735666,53.60487244344335
96,MPI-ESM1-2-LR,SSP245,19.505662912789916,22.973136052241387,19.46694533920882,30.113495155415258,28.744503735058025,32.91455477343748,31.29396394600724,28.784846644288447,31.78882906569103
97,MPI-ESM1-2-LR,SSP245,17.408694478585694,25.153027780395014,18.34476297630305,32.55165280442842,34.043117320594575,33.62602496182134,38.66557260318583,39.287141210273354,35.65795339908429
143,MPI-ESM1-2-LR,SSP245,49.56082456574369,50.319654127136005,56.68092337992603,64.19871897327026,66.68258462133454,67.79674976458317,61.363854751479465,60.93575539540776,71.53843096356465
144,MPI-ESM1-2-LR,SSP245,36.07879072742501,54.349715013340806,52.19058812628437,56.96155471577186,59.90097195054587,66.00928193902284,62.070612054514086,61.98816124421069,64.63142074568567
145,MPI-ESM1-2-LR,SSP245,14.236317667937518,19.818378736777944,13.945779983597932,23.009109961323393,24.8759575908024,19.99383790321829,29.1383867420169,27.640769443669722,24.391678265713796
146,MPI-ESM1-2-LR,SSP245,16.0064045010312,21.112733021822518,14.19510498049802,28.12083963248673,28.08410446158094,24.139625399301707,33.68631965285623,32.544379059209916,24.787424217345933
147,MPI-ESM1-2-LR,SSP245,34.466967186892404,30.87477879940876,32.55382760871858,36.66049411816388,39.79137045774289,44.53685173401466,48.37503100594905,41.5301093517487,50.38759205260514
158,MPI-ESM1-2-LR,SSP245,53.210309018247365,56.62978427022942,57.30627094007788,58.318520582656056,61.56421845365835,58.640039873687925,59.430058749049635,59.72816673401206,64.19669496240475
160,MPI-ESM1-2-LR,SSP245,39.56025742333351,39.07768778612524,35.14349092603924,43.1298164393633,43.65437560768311,41.95645563694043,50.06805351302957,46.88475515220898,53.59469774575552
84,MPI-ESM1-2-LR,SSP245,73.14212159027993,78.47334607672276,80.47305701555537,82.03060107758994,79.69378074853925,82.41151686248276,82.4698554934483,81.93850941270158,83.34820180344006
25,MPI-ESM1-2-LR,SSP245,1.3755175416865455,1.6078132415277337,2.212640687529735,2.7744306941421244,3.1600950213104593,2.4073463801267256,3.021556707282155,4.231274957703135,3.624268852648845
69,MPI-ESM1-2-LR,SSP245,6.612042187855014,9.821675243226787,8.307983124559838,9.855730281316761,13.34652213223023,10.81540688489178,12.740328320329867,15.507743013154537,13.048725436615662
70,MPI-ESM1-2-LR,SSP245,3.548480771285914,4.429235608923205,4.62917038478265,4.433609707928233,5.421728766332862,5.120384002195979,6.39983781305256,7.814179284864153,6.578992617828454
117,MPI-ESM1-2-LR,SSP245,2.0605084161197893,2.617204549293768,2.786378150834168,3.031068306079816,3.8566498017710833,3.22687693044355,3.992499259731678,5.651445079031875,4.494041813980886
156,MPI-ESM1-2-LR,SSP245,8.914325752563188,15.496418811779684,9.986333604349229,12.710056014418704,19.51574865525751,18.122693146136417,19.401846998461192,23.395795826760477,19.38618436554191
108,MPI-ESM1-2-LR,SSP245,5.749971333029999,6.664964446824698,6.384131271184859,7.250127339986584,8.281430145029537,9.606801956370129,10.745416647133556,9.253202913666016,7.906805616249747
109,MPI-ESM1-2-LR,SSP245,6.231381412432112,6.612250829874084,5.957907235116628,7.013239925123941,9.406091847177375,9.858534505641261,10.800530543891558,9.094725134580695,9.101596634881302
172,MPI-ESM1-2-LR,SSP245,6.328836098974913,5.4572435191668305,6.846397248171535,5.9611103862698105,7.781825729172171,7.336813423527132,5.973227409632162,6.123784413309248,5.766074743732408
183,MPI-ESM1-2-LR,SSP245,8.256777892784111,12.290984962761154,7.792318193467986,10.571623062794599,13.312879048985447,10.72363113667291,8.934648399845635,12.529196025268673,11.677513151219628
197,MPI-ESM1-2-LR,SSP245,5.236819407487981,5.922714850420128,5.845367715020032,6.411835642757741,6.089733467690635,6.680960012072796,6.059295572407949,6.108325488056211,6.347891881402457
26,MPI-ESM1-2-LR,SSP245,2.9919185196162026,3.649911401077625,6.358823388494792,5.931864936186701,7.561578799662169,4.336036332332705,3.8821266816881463,6.504940900696095,7.2603742828982165
27,MPI-ESM1-2-LR,SSP245,6.312405141963057,7.4757771538725555,10.967514701070622,11.07187358209603,13.243933771503814,17.17892834244354,12.872025623971284,15.323008473589754,13.857484988991992
112,MPI-ESM1-2-LR,SSP245,13.832387859319558,5.780552544962566,7.663930053243865,7.807017329538255,8.931935792052364,13.661148114698646,11.103244670129273,8.929198015238827,9.000330198801244
113,MPI-ESM1-2-LR,SSP245,7.691338950371562,7.319826498286013,8.47045605361864,8.179177395538169,7.414266502133392,9.659265122748979,9.269768839085643,8.629810656312152,9.233842984731226
131,MPI-ESM1-2-LR,SSP245,5.121303545524366,3.762682982424777,5.123184973036023,5.385169445245049,5.312340693999415,8.196524105397026,5.8941050987403445,6.106738652925694,6.89156449830302
151,MPI-ESM1-2-LR,SSP245,5.44991253478354,5.4966943254147855,7.261628264681056,5.748376163753778,7.894839906473883,7.00567686860247,6.965566878919958,8.7373445264278,7.165659900875409
152,MPI-ESM1-2-LR,SSP245,7.959696350007229,5.014166517225204,6.940351219441744,8.018773497897756,6.992011289664599,9.301768645320873,10.46696308319896,8.632616610858763,10.257068053431036
153,MPI-ESM1-2-LR,SSP245,4.6149515904461555,7.264913934431996,7.080176496036005,9.87336455918622,13.864780680602365,10.407166723168485,7.6164405421897285,12.673913612583453,13.265523042813024
2,MPI-ESM1-2-LR,SSP245,0.45617960579279865,0.5530950778450224,0.5713904868030375,0.6359933101381731,0.6084575491019791,0.6699173508189282,0.6556680649201154,0.7064077496171974,0.7782582061442265
3,MPI-ESM1-2-LR,SSP245,4.9565275181053,9.444097056152314,7.700117997782297,8.178965478160757,11.337711958208104,7.555570564656117,8.809082379366892,18.053044956274118,16.602956685624353
4,MPI-ESM1-2-LR,SSP245,4.194274309658654,4.802338025384373,5.3670185363872065,4.866291215836497,5.249132234436978,5.402559087431643,5.231567050036734,5.932683441980284,5.806431656830934
