UID,Model,Scenario,exp_2020,exp_2030,exp_2040,exp_2050,exp_2060,exp_2070,exp_2080,exp_2090,exp_2100
12,MPI-ESM1-2-LR,SSP245,0.19422780416546098,0.21699427532924365,0.19425938945841104,0.2246260657542667,0.26803096452254394,0.21978168691813274,0.23073058428416227,0.2570815091615044,0.25712246212719453
13,MPI-ESM1-2-LR,SSP245,0.3343149364771962,0.6734817684800345,0.45025833905643875,1.634510307246362,1.264574795439445,1.6840813090047715,0.9042237740396462,1.4735314459888433,1.8867587351493524
14,MPI-ESM1-2-LR,SSP245,0.19984854418240108,0.7663461775165064,0.5919525243251688,0.8239502619260453,1.4579852852715112,0.8577644306089077,0.7687240191731134,1.3497596015892737,1.4919621340376834
15,MPI-ESM1-2-LR,SSP245,0.1748976161247271,0.2751918881847008,0.21927376621632053,0.272502390868128,0.36929441816726666,0.25760255433744955,0.2654034674028705,0.36200848830305093,0.37859314259662036
17,MPI-ESM1-2-LR,SSP245,0.14324431659924877,0.15435871588417985,0.15773797886743926,0.2620072465717995,0.21544896545704842,0.21990370862684838,0.18161448270161787,0.21572987495664447,0.26194695039624605
18,MPI-ESM1-2-LR,SSP245,0.19077651738788215,0.21156205292495023,0.19049584588933582,0.2845508772713452,0.22600480219504415,0.31307212197621,0.20925590155328294,0.2653310947272548,0.3891106300137765
78,MPI-ESM1-2-LR,SSP245,0.24309538837038513,0.25601635150078916,0.24031620797107128,0.29798969421859023,0.3150522431685484,0.34571955378994035,0.3502529319849813,0.2763656752017133,0.34251360445590884
85,MPI-ESM1-2-LR,SSP245,0.3166138008483203,0.33825133415612924,0.3785986924522934,0.383016971792202,0.49685527964019194,0.42020845005751767,0.37940160442480664,0.5081987491620363,0.540704550750093
104,MPI-ESM1-2-LR,SSP245,0.16491944572645179,0.16084218549161086,0.14642930902039888,0.17719322847688482,0.15477021203363844,0.17570137066116293,0.17463467182316247,0.1677756294752841,0.16555167458949802
118,MPI-ESM1-2-LR,SSP245,0.18680368840357503,0.21750597098301377,0.2133881367881636,0.2691595633730138,0.20241622186226374,0.21807501264578558,0.20076427110825917,0.21653590901151887,0.2514844161504131
120,MPI-ESM1-2-LR,SSP245,0.15543441872149694,0.1304105194294595,0.15255084333036983,0.16719461537697805,0.16669443928413047,0.1803464035721368,0.17049458893585176,0.1979563222288404,0.22807988568008009
121,MPI-ESM1-2-LR,SSP245,0.15869191912039818,0.14779814262528204,0.15414845286248124,0.19382848779151288,0.1590080865190071,0.18097167951806717,0.1660232056844721,0.17957070492669852,0.23142466918440477
128,MPI-ESM1-2-LR,SSP245,0.2366301463039487,0.2930792941010985,0.2522116668590768,0.2813161144430082,0.25998970971813556,0.24457609880904843,0.237597972038248,0.2191696868181346,0.23438065132283417
167,MPI-ESM1-2-LR,SSP245,0.18443006629707298,0.17567032332503799,0.17482782192495072,0.18183960158884047,0.1735686893742087,0.17608798900613268,0.1771906979221464,0.17123675848858963,0.18262453685123198
28,MPI-ESM1-2-LR,SSP245,0.11549094224579057,0.09661563467485808,0.10833753794088068,0.1178920639181146,0.1731948125777516,0.14882668801115012,0.14115937337570855,0.31058760639422545,0.24376279039553292
29,MPI-ESM1-2-LR,SSP245,0.14894818901320908,0.12959597244783752,0.13971220282957553,0.1760500748026406,0.155300945173603,0.17663310631730525,0.15452485481325604,0.19578286842688525,0.19174768191023442
82,MPI-ESM1-2-LR,SSP245,0.13691203202891242,0.12749910317812804,0.12390674075653633,0.27925119673964244,0.2007373242314012,0.17416910289507503,0.14671095471310294,0.1483525693984194,0.14919813008841137
98,MPI-ESM1-2-LR,SSP245,0.17191775127716039,0.1947054842434881,0.19712639497013984,0.20120732660034296,0.22327552346339372,0.21579479284252376,0.22763726979201496,0.24751920234328015,0.24833346574420764
110,MPI-ESM1-2-LR,SSP245,0.3416931919752955,0.5067916510353523,0.4759289333962727,0.6398172973385452,0.7146809406625457,0.7033531165082747,0.7029871751796007,0.5229429869747424,0.8105805354648317
141,MPI-ESM1-2-LR,SSP245,0.22868658405638514,0.3083509611487242,0.24490579010280802,0.41018397088115893,0.43829451274396375,0.5254198685984773,0.5417656143114927,0.36484444596611804,0.6354147355837567
142,MPI-ESM1-2-LR,SSP245,0.12289376702740047,0.310853851288792,0.2534045772017057,0.47106361817331355,0.4785815894869286,0.270192626859895,0.36683145132838446,0.8593547227752738,0.525051089636655
159,MPI-ESM1-2-LR,SSP245,0.06885170167930084,0.07768176726125561,0.06516262085565187,0.08390797684305083,0.08052738105290637,0.07510290170113654,0.0865500502201889,0.17760970560083092,0.07952675166860639
83,MPI-ESM1-2-LR,SSP245,0.39312590499253125,0.386612117335282,0.33355458004994154,0.7670517499636376,0.41527847589124667,0.8504935629821331,0.40947242975181775,0.5275122414293284,0.8399982987160433
33,MPI-ESM1-2-LR,SSP245,0.07426008056633294,0.08297505001957747,0.11618731998227032,0.088126705855479,0.08952545324205134,0.11986201974850635,0.10950437529082348,0.11879070462300018,0.11640103096785315
